"","IncomeProp","Sex","Married","Co.habitate","Divorced","Widowed","AgeProp","NoHigh","SomeHigh","GradHigh","SomeColl","GradColl","Managerial","Sales","Laborer","Cleric","Homemaker","Student","Military","Retired","LivedProp","Not.Married.Dual","DualIncome","Household","Householdu18","Own","Rent","House","Condo","Apartment","MobileHome","American.Indian","Asian","Black","EastIndian","Hispanic","Pacific.Islander","White","English","Spanish"
"4226",62.5,1,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"4227",75,2,1,0,0,0,49.5,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4228",62.5,1,0,0,0,0,39.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4229",17.5,2,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4230",27.5,2,0,0,0,1,59.5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"4231",5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4232",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,8.5,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4233",17.5,1,0,0,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4234",22.5,1,1,0,0,0,29.5,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4235",17.5,2,0,0,0,0,21,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4236",17.5,1,0,1,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
"4237",22.5,2,1,0,0,0,29.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4238",12.5,2,0,0,1,0,39.5,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"4239",45,2,1,0,0,0,39.5,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4240",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,8.5,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4241",22.5,1,0,0,0,0,29.5,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,1,0,2.851822,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"4242",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,1,0,0,0,0,8.5,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4243",35,2,1,0,0,0,39.5,0,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4244",35,1,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4245",27.5,1,1,0,0,0,29.5,0,0,0,0,1,0,0,0,0,1,0,0,0,12,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4246",27.5,1,1,0,0,0,29.5,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"4247",35,1,1,0,0,0,49.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,5,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4248",35,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"4249",27.5,1,0,1,0,0,29.5,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4250",27.5,2,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4251",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,8.5,1,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4252",45,2,1,0,0,0,39.5,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4253",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,1,0,0,0,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4254",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4255",12.5,1,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4256",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4257",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4258",5,1,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,12,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4259",27.5,1,1,0,0,0,39.5,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4260",5,2,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,8.5,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4261",22.5,1,0,0,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4262",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"4263",35,1,0,0,1,0,39.5,0,0,1,0,0,0,1,0,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4264",22.5,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4265",22.5,1,0,1,0,0,29.5,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4266",17.5,2,0,0,0,0,39.5,0,0,0,0,1,0,0,0,1,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"4267",12.5,1,1,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"4268",17.5,2,0,0,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"4269",12.5,1,0,0,0,0,29.5,0,0,0,0,1,0,1,0,0,0,0,0,0,12,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4270",17.5,2,0,1,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4271",35,2,1,0,0,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"4272",35,1,1,0,0,0,49.5,0,0,0,1,0,0,1,0,0,0,0,0,0,12,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"4273",27.5,1,1,0,0,0,29.5,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"4274",22.5,2,0,0,0,0,29.5,0,0,0,1,0,0,0,0,1,0,0,0,0,8.5,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"4275",45,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4276",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,8.5,1,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4277",27.5,1,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4278",17.5,2,0,0,0,1,70,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4279",27.5,2,0,0,0,1,59.5,0,0,0,0,1,0,0,0,0,0,0,0,1,8.5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
"4280",45,1,1,0,0,0,59.5,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"4281",27.5,1,1,0,0,0,59.5,0,0,1,0,0,0,0,0,0,0,0,0,1,8.5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4282",45,1,1,0,0,0,59.5,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"4283",62.5,1,0,0,1,0,59.5,0,0,0,0,1,0,0,0,0,0,0,0,1,12,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4284",62.5,2,1,0,0,0,59.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4285",62.5,1,1,0,0,0,59.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"4286",17.5,2,0,0,1,0,21,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
"4287",27.5,1,0,1,0,0,29.5,0,0,1,0,0,0,0,1,0,0,0,0,0,12,1,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"4288",17.5,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,1,0,0,0,0,8.5,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"4289",27.5,2,0,0,1,0,39.5,0,0,1,0,0,0,0,0,0,1,0,0,0,12,1,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4290",45,1,0,1,0,0,39.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
"4291",5,2,0,0,0,0,15.5,0,1,0,0,0,0,1,0,0,0,0,0,0,8.5,1,0,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"4292",35,2,1,0,0,0,29.5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4293",35,2,0,0,1,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4294",12.5,2,0,1,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4295",22.5,2,1,0,0,0,29.5,0,0,1,0,0,0,0,0,0,1,0,0,0,8.5,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4296",12.5,1,0,1,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4297",35,1,0,0,1,0,49.5,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4298",17.5,2,0,0,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4299",22.5,2,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4300",12.5,2,0,1,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,8.5,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4301",35,2,0,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4302",45,1,0,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"4303",35,1,0,0,1,0,49.5,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,2.851822,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4304",12.5,2,0,1,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4305",62.5,2,1,0,0,0,29.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4306",62.5,2,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4307",75,1,0,0,0,0,49.5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4308",62.5,1,1,0,0,0,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4309",35,1,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,12,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4310",35,2,1,0,0,0,29.5,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4311",35,2,1,0,0,0,29.5,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"4312",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4313",45,1,0,1,0,0,29.5,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4314",17.5,2,0,0,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4315",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4316",12.5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4317",22.5,2,0,0,1,0,39.5,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
"4318",45,1,0,0,1,0,39.5,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4319",22.5,2,0,0,1,0,39.5,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4320",35,1,1,0,0,0,29.5,0,0,0,1,0,0,1,0,0,0,0,0,0,8.5,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4321",45,1,1,0,0,0,49.5,0,0,0,0,1,0,0,1,0,0,0,0,0,8.5,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4322",45,1,1,0,0,0,39.5,0,0,0,0,1,0,0,0,0,0,0,1,0,8.5,0,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4323",27.5,1,0,0,0,0,29.5,0,0,0,0,1,0,1,0,0,0,0,0,0,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"4324",12.5,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4325",35,1,1,0,0,0,49.5,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4326",27.5,1,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4327",27.5,2,0,0,1,0,39.5,0,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4328",45,2,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4329",27.5,2,0,0,1,0,49.5,0,0,0,1,0,0,0,0,1,0,0,0,0,12,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4330",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4331",22.5,2,0,0,1,0,29.5,0,0,1,0,0,0,0,1,0,0,0,0,0,8.5,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4332",27.5,1,0,0,0,1,49.5,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4333",27.5,1,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4334",35,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4335",17.5,1,1,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4336",17.5,2,0,0,0,1,59.5,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4337",22.5,2,0,0,0,1,59.5,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"4338",45,1,1,0,0,0,59.5,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4339",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4340",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4341",35,1,1,0,0,0,59.5,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4342",5,2,0,1,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4343",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4344",17.5,2,0,1,0,0,15.5,0,0,1,0,0,0,1,0,0,0,0,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4345",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4346",5,2,0,0,0,1,29.5,1,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"4347",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4348",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4349",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4350",75,1,0,0,1,0,39.5,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4351",62.5,1,0,1,0,0,29.5,0,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"4352",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4353",75,1,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0,6,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"4354",17.5,2,0,0,0,0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,8.5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"4355",45,1,0,0,1,0,49.5,0,0,1,0,0,0,0,1,0,0,0,0,0,8.5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"4356",22.5,1,0,1,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4357",12.5,2,0,1,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4358",35,1,0,1,0,0,21,0,0,0,1,0,0,0,1,0,0,0,0,0,8.5,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"4359",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4360",22.5,1,1,0,0,0,39.5,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,1,6,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4361",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"4362",45,2,0,0,0,1,29.5,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4363",35,2,0,1,0,0,49.5,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4364",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,8.5,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4365",5,2,0,0,1,0,29.5,0,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"4366",27.5,2,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4367",27.5,1,0,1,0,0,29.5,0,0,0,1,0,0,1,0,0,0,0,0,0,12,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4368",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4369",17.5,2,0,0,0,0,29.5,0,0,0,0,1,0,0,0,1,0,0,0,0,12,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"4370",5,1,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,1,0,0,8.5,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4371",35,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4372",35,2,1,0,0,0,39.5,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5,0,1,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4373",5,2,1,0,0,0,39.5,0,0,0,1,0,0,0,0,0,1,0,0,0,8.5,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"4374",62.5,1,1,0,0,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"4375",5,2,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4376",12.5,2,1,0,0,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,12,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"4377",45,1,1,0,0,0,49.5,0,0,0,0,1,0,1,0,0,0,0,0,0,8.5,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4378",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4379",35,1,0,0,1,0,39.5,0,0,0,0,1,1,0,0,0,0,0,0,0,8.5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4380",5,1,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4381",5,2,1,0,0,0,29.5,0,0,0,1,0,0,0,0,0,1,0,0,0,8.5,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"4382",5,2,0,0,0,0,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"4383",35,1,1,0,0,0,59.5,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
